,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,Zr,Normal,Temper1,AGS No.,CT_Temp,CT_EL,CT_RA,log_CT_CS,log_CT_MCR,CT_RT
0,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,26.0,90.0,5.4806389808654785,-4.815891265869141,498.79998779296875
1,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,26.0,90.0,5.393627643585205,-6.437751770019531,2635.10009765625
2,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,31.0,89.0,5.2983174324035645,-8.180721282958984,10778.2998046875
3,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,24.0,82.0,5.192956924438477,-9.755067825317383,35101.80078125
4,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,21.0,80.0,5.135798454284668,-10.28915023803711,53387.5
5,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,550.0,22.0,74.0,5.075173854827881,-10.724468231201172,93701.296875
6,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,575.0,22.0,82.0,5.075173854827881,-8.421882629394531,11680.599609375
7,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,575.0,25.0,84.0,5.0106353759765625,-9.115030288696289,16538.099609375
8,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,575.0,20.0,81.0,4.9416422843933105,-7.182192325592041,29159.69921875
9,89.1259994506836,0.10000000149011612,8.529999732971191,0.4000000059604645,0.3799999952316284,0.12000000476837158,0.0,0.9599999785423279,0.0,0.07599999755620956,0.009999999776482582,0.014999999664723873,0.02199999988079071,0.0,0.20999999344348907,0.0,0.05000000074505806,0.0010000000474974513,0.0,1045.0,780.0,10.100000381469727,600.0,30.0,93.0,5.075173854827881,-5.203007221221924,696.0
