,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,AGS No.,CT_Temp,CT_EL,CT_RA,log_CT_CS,CT_RT
0,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,10.999999046325684,14.0,5.7683210372924805,199.60000610351562
1,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,9.999999046325684,12.0,5.63478946685791,1314.0
2,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,8.999999046325684,12.0,5.5606818199157715,1913.5999755859375
3,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,8.999999046325684,14.0,5.4806389808654785,6678.7998046875
4,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,7.999999046325684,11.0,5.393627643585205,34874.80078125
5,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,600.0,7.999999046325684,11.0,5.2983174324035645,59486.69921875
6,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,625.0,20.0,20.0,5.2983174324035645,15223.7998046875
7,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,650.0,37.0,43.0,5.5606818199157715,108.5999984741211
8,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,650.0,43.0,51.0,5.4806389808654785,240.6999969482422
9,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,650.0,36.0,54.0,5.393627643585205,982.2999877929688
10,67.51300048828125,0.09000000357627869,18.200000762939453,1.5700000524520874,0.4000000059604645,11.319999694824219,-2.102470642029175e-09,-1.040917840811062e-08,2.8779065797124304e-09,0.8799999952316284,1.4449489382784009e-09,0.026000000536441803,-2.776979979302041e-09,-1.1431684487916982e-09,-7.994185313719981e-10,5.619350124108635e-11,2.7420055115356945e-09,0.0010000000474974513,8.899999618530273,650.0,34.0,51.0,5.2983174324035645,3206.10009765625
